Serial_num,ortho,phon,cgram,freqlemfilms2,freqfilms2,freqlemlivres,freqlivres,p_cvcv,cvcv,nbsyll,nblettres,freq_mism,freq,mismatch,freq_sum,freq_cat,LPC,word_code
97636,parler,paRle,VER,1970.55,728.02,1086.01,341.82,CVCCV,CVCCVC,2,6,H_1,8.32516063512708,1,4126.4,H,pa-R-le,0001-240/-5441
99591,percer,pERse,VER,15.77,6.19,42.03,11.22,CVCCV,CVCCVC,2,6,H_1,4.320284200838312,1,75.21000000000001,H,pE-R-se,0031-240/-2241
122678,salade,salad,NOM,21.8,15.88,24.26,15.41,CVCVC,CVCVCV,2,6,H_1,4.348340577019075,1,77.35,H,sa-la-d,2201-5401-020/
125306,serpent,sERp@,NOM,32.2,20.91,21.08,13.24,CVCCV,CVCCVCC,2,7,H_1,4.470838473192799,1,87.42999999999999,H,sE-R-p@,2231-240/-0022
46204,doubler,duble,VER,15.29,4.65,22.84,4.39,CVCCV,CVVCCVC,2,7,H_1,3.85375809729617,1,47.17,H,du-b-le,0230-300/-5441
15422,bipède,bipEd,NOM,0.78,0.58,0.47,0.2,CVCVC,CVCVCV,2,6,L_1,0.7080357930536959,1,2.03,L,bi-pE-d,3021-0031-020/
24405,chiffrer,SifRe,VER,0.64,0.19,1.01,0.27,CVCCV,CCVCCCVC,2,8,L_1,0.7466879474879753,1,2.1100000000000003,L,Si-f-Re,5321-410/-2441
85989,masseur,mas9R,NOM,1.94,0.7,1.69,1.15,CVCVC,CVCCVVC,2,7,L_1,1.7011051009599245,1,5.48,L,ma-s9-R,4001-2202-240/
140529,vexant,vEks@,ADJ,0.4,0.39,1.01,0.74,CVCCV,CVCVCC,2,6,L_1,0.9321640810304452,1,2.54,L,vE-k-s@,1131-140/-2222
127382,soufflé,sufle,NOM,1.33,0.86,1.22,1.22,CVCCV,CVVCCCV,2,7,L_1,1.5325568680981427,1,4.63,L,su-f-le,2230-410/-5441
81497,lécheur,leS9R,NOM,0.47,0.3,0.34,0.14,CVCVC,CVCCVVC,2,7,L_1,0.2231435513142097,1,1.25,L,le-S9-R,5441-5302-240/
139245,vandale,v@dal,NOM,1.14,0.33,0.88,0.47,CVCVC,CVCCVCV,2,7,L_1,1.0367368849500225,1,2.8200000000000003,L,v@-da-l,1122-0201-540/
69768,guépard,gepaR,NOM,0.44,0.27,0.74,0.34,CVCVC,CVVCVCC,2,7,L_1,0.5822156198526637,1,1.79,L,ge-pa-R,6441-0001-240/
82664,litige,litiZ,NOM,0.78,0.57,1.42,0.74,CVCVC,CVCVCV,2,6,L_1,1.2556160374777745,1,3.51,L,li-ti-Z,5421-4221-030/
130735,surfait,syRfE,ADJ,0.46,0.38,0.34,0.14,CVCCV,CVCCVVC,2,7,L_1,0.2776317365982797,1,1.3200000000000005,L,sy-R-fE,2240-240/-4131
59892,fadeur,fad9R,NOM,0.32,0.32,1.82,1.49,CVCVC,CVCVVC,2,6,L_1,1.3737155789130306,1,3.95,L,fa-d9-R,4101-0202-240/
84379,malaise,malEz,ADJ,0.41,0.38,1.42,1.42,CVCVC,CVCVVCV,2,7,L_1,1.289232648276759,1,3.63,L,ma-lE-z,4001-5431-120/
124597,segment,sEgm@,NOM,0.69,0.36,1.42,0.88,CVCCV,CVCCVCC,2,7,L_1,1.2089603458369749,1,3.35,L,sE-g-m@,2231-640/-4022
31603,coquard,kokaR,NOM,0.34,0.3,0.41,0.34,CVCVC,CVCVVCC,2,7,L_1,0.3293037471426004,1,1.39,L,ko-ka-R,1400-1401-240/
134734,tonique,tonik,ADJ,0.4,0.35,1.82,1.55,CVCVC,CVCVCVV,2,7,L_1,1.415853163361435,1,4.12,L,to-ni-k,4200-3221-140/
68091,gothique,gotik,NOM,0.66,0.57,1.49,1.35,CVCVC,CVCCVCVV,2,8,L_1,1.4036429994545037,1,4.07,L,go-ti-k,6400-4221-140/
63732,fourchu,fuRSy,ADJ,0.75,0.17,1.42,0.27,CVCCV,CVVCCCV,2,7,L_1,0.959350221334602,1,2.61,L,fu-R-Sy,4130-240/-5340
34980,cynique,sinik,NOM,1.01,0.92,1.69,1.15,CVCVC,CVCVCVV,2,7,L_1,1.5623463049002495,1,4.77,L,si-ni-k,2221-3221-140/
134449,titrer,titRe,VER,1.75,0.03,1.08,0.34,CVCCV,CVCCVC,2,6,L_1,1.1631508098056809,1,3.2,L,ti-t-Re,4221-420/-2441
90526,moulage,mulaZ,NOM,0.8,0.53,1.15,0.54,CVCVC,CVVCVCV,2,7,L_1,1.1052568313867783,1,3.02,L,mu-la-Z,4030-5401-030/
133744,têtard,tEtaR,NOM,0.86,0.68,1.89,0.34,CVCVC,CVCVCC,2,6,L_1,1.3270750014599193,1,3.77,L,tE-ta-R,4231-4201-240/
134454,titré,titRe,ADJ,0.46,0.28,0.61,0.2,CVCCV,CVCCV,2,5,L_1,0.4382549309311553,1,1.55,L,ti-t-Re,4221-420/-2441
23162,changeur,S@Z9R,NOM,0.47,0.42,0.61,0.41,CVCVC,CCVCCVVC,2,8,L_1,0.6471032420585384,1,1.91,L,S@-Z9-R,5322-0302-240/
99697,perdant,pERd@,ADJ,1.87,1.07,1.42,1.01,CVCCV,CVCCVCC,2,7,L_1,1.6808279085207734,1,5.37,L,pE-R-d@,0031-240/-0222
134420,titane,titan,NOM,1.69,1.69,0.2,0.2,CVCVC,CVCVCV,2,6,L_1,1.3297240096314964,1,3.78,L,ti-ta-n,4221-4201-320/
87717,métis,metis,ADJ,0.56,0.34,0.95,0.41,CVCVC,CVCVC,2,5,L_1,0.8153648132841946,1,2.26,L,me-ti-s,4041-4221-220/
84662,mammaire,mamER,ADJ,0.58,0.2,0.14,0.07,CVCVC,CVCCVVCV,2,8,L_1,-0.0100503358535014,1,0.99,L,ma-mE-R,4001-4031-240/
63248,forfait,fORfE,VER,0.94,0.94,0.68,0.68,CVCCV,CVCCVVC,2,7,L_1,1.175573329804238,1,3.24,L,fO-R-fE,4130-240/-4131
66877,gêneur,ZEn9R,NOM,0.95,0.85,1.01,0.54,CVCVC,CVCVVC,2,6,L_1,1.2089603458369749,1,3.35,L,ZE-n9-R,0331-3202-240/
13524,barème,baREm,NOM,0.31,0.17,0.54,0.34,CVCVC,CVCVCV,2,6,L_1,0.3074846997479607,1,1.36,L,ba-RE-m,3001-2431-400/
23339,charade,SaRad,NOM,0.53,0.12,0.74,0.27,CVCVC,CCVCVCV,2,7,L_1,0.506817602368452,1,1.66,L,Sa-Ra-d,5301-2401-020/
99663,perçu,pERsy,ADJ,0.31,0.09,1.35,0.47,CVCCV,CVCCV,2,5,L_1,0.797507195884188,1,2.22,L,pE-R-sy,0031-240/-2240
20246,calquer,kalke,VER,0.36,0.03,1.35,0.2,CVCCV,CVCCVVC,2,7,L_1,0.6626879730752369,1,1.94,L,ka-l-ke,1401-540/-1441
132127,tangente,t@Z@t,NOM,0.35,0.35,1.15,0.88,CVCVC,CVCCVCCV,2,8,L_1,1.0043016091968684,1,2.73,L,t@-Z@-t,4222-0322-420/
36976,décompte,dek§t,NOM,1.15,1.11,0.81,0.61,CVCVC,CVCVCCCV,2,8,L_1,1.3029127521808397,1,3.68,L,de-k§-t,0241-1422-420/
82143,licite,lisit,ADJ,0.32,0.29,0.74,0.61,CVCVC,CVCVCV,2,6,L_1,0.6729444732424258,1,1.96,L,li-si-t,5421-2221-420/
46108,dosage,dozaZ,NOM,1.89,1.67,1.69,1.62,CVCVC,CVCVCV,2,6,L_1,1.927164106234258,1,6.87,L,do-za-Z,0200-1201-030/
101917,piqueur,pik9R,NOM,0.32,0.18,1.35,0.34,CVCVC,CVCVVVC,2,7,L_1,0.7839015438284094,1,2.19,L,pi-k9-R,0021-1402-240/
104364,poseur,poz9R,NOM,0.96,0.67,0.95,0.74,CVCVC,CVCVVC,2,6,L_1,1.1999647829283973,1,3.3200000000000003,L,po-z9-R,0000-1202-240/
87248,mentor,m5tOR,NOM,1.72,1.62,0.74,0.61,CVCVC,CVCCVC,2,6,L_1,1.545432582458188,1,4.69,L,m5-tO-R,4011-4230-240/
63506,foudre,fudR,NOM,12.94,12.5,14.46,12.64,CVCC,CVVCCV,1,6,H_2,3.961574784257394,2,52.54,H,fu-d-R,4130-020/-240/
128683,stade,stad,NOM,15.14,14.34,14.8,13.18,CCVC,CCVCV,1,5,H_2,4.051089053551143,2,57.46,H,s-ta-d,220/-4201-020/
18422,brique,bRik,NOM,13.56,4.02,31.55,11.69,CCVC,CCVCVV,1,6,H_2,4.107918682249219,2,60.81999999999999,H,b-Ri-k,300/-2421-140/
17493,bourse,buRs,NOM,19.66,17.48,13.18,11.22,CVCC,CVVCCV,1,6,H_2,4.119687369893896,2,61.54,H,bu-R-s,3030-240/-220/
46631,drôle,dRol,NOM,18.73,13.59,21.01,14.46,CCVC,CCVCV,1,5,H_2,4.216414691442874,2,67.78999999999999,H,d-Ro-l,020/-2400-540/
69076,grève,gREv,NOM,15.87,14.54,26.55,22.36,CCVC,CCVCV,1,5,H_2,4.373490303651595,2,79.32,H,g-RE-v,640/-2431-110/
102434,planche,pl@S,NOM,13.37,10.01,41.55,14.53,CCVC,CCVCCCV,1,7,H_2,4.375253750386452,2,79.46,H,p-l@-S,000/-5422-530/
139057,vaincre,v5kR,VER,27.84,13.71,25.68,13.31,CVCC,CVVCCCV,1,7,H_2,4.388753955423308,2,80.53999999999999,H,v5-k-R,1111-140/-240/
24407,chiffre,SifR,NOM,27.28,9.38,33.11,12.7,CVCC,CCVCCCV,1,7,H_2,4.4124345908452645,2,82.47000000000001,H,Si-f-R,5321-410/-240/
103149,plus,plys,NOM,21.02,21.02,20.34,20.34,CCVC,CCVC,1,4,H_2,4.415461410760119,2,82.72,H,p-ly,000/-5440
62726,flotte,flOt,NOM,16.36,16.22,27.64,26.22,CCVC,CCVCCV,1,6,H_2,4.459450531638685,2,86.44,H,f-lO-t,410/-5430-420/
19639,cadre,kadR,NOM,13.53,10.98,42.84,29.8,CVCC,CVCCV,1,5,H_2,4.576256175823449,2,97.15,H,ka-d-R,1401-020/-240/
92728,noble,nObl,ADJ,28.7,23.73,31.62,20.0,CVCC,CVCCV,1,5,H_2,4.644871552839644,2,104.05,H,nO-b-l,3230-300/-540/
102598,plaque,plak,NOM,20.48,13.87,46.15,26.01,CCVC,CCVCVV,1,6,H_2,4.6682388774550745,2,106.51,H,p-la-k,000/-5401-140/
83624,luxe,lyks,NOM,15.62,15.42,38.85,38.65,CVCC,CVCV,1,4,H_2,4.687118768635258,2,108.54,H,ly-k-s,5440-140/-220/
103110,plume,plym,NOM,15.29,6.49,60.0,33.38,CCVC,CCVCV,1,5,H_2,4.746322465743975,2,115.16,H,p-ly-m,000/-5440-400/
45014,disque,disk,NOM,33.61,20.36,42.16,21.49,CVCC,CVCCVV,1,6,H_2,4.76745908903181,2,117.62,H,di-s-k,0221-220/-140/
62553,fleuve,fl9v,NOM,21.58,19.81,46.89,39.32,CCVC,CCVVCV,1,6,H_2,4.848900370910689,2,127.6,H,f-l9-v,410/-5402-110/
85683,marque,maRk,NOM,40.29,23.91,37.7,26.89,CVCC,CVCCVV,1,6,H_2,4.858183170904579,2,128.79000000000002,H,ma-R-k,4001-240/-140/
26585,coffre,kOfR,NOM,39.35,35.97,29.32,25.14,CVCC,CVCCCV,1,6,H_2,4.865840709193022,2,129.77999999999997,H,kO-f-R,1430-410/-240/
46584,drogue,dROg,NOM,58.76,47.2,13.72,10.54,CCVC,CCVCVV,1,6,H_2,4.869225327808716,2,130.22,H,d-RO-g,020/-2430-640/
61069,ferme,fERm,ADJ,25.2,22.93,45.14,39.39,CVCC,CVCCV,1,5,H_2,4.88778946409741,2,132.66,H,fE-R-m,4131-240/-400/
141417,vitre,vitR,NOM,16.35,10.21,76.22,41.28,CVCC,CVCCV,1,5,H_2,4.9702298794612165,2,144.06,H,vi-t-R,1121-420/-240/
133313,tendre,t@dR,ADJ,21.66,18.34,61.15,45.54,CVCC,CVCCCV,1,6,H_2,4.988321516499672,2,146.69,H,t@-d-R,4222-020/-240/
133462,terme,tERm,NOM,37.67,25.72,59.73,34.86,CVCC,CVCCV,1,5,H_2,5.062468442736273,2,157.98000000000002,H,tE-R-m,4231-240/-400/
102053,piste,pist,NOM,51.77,43.01,41.15,34.86,CVCC,CVCCV,1,5,H_2,5.1404347316311005,2,170.79000000000002,H,pi-s-t,0021-220/-420/
15655,blague,blag,NOM,72.63,60.33,22.7,16.82,CCVC,CCVCVV,1,6,H_2,5.150281287720632,2,172.47999999999996,H,b-la-g,300/-5401-640/
81200,larme,laRm,NOM,45.71,5.15,133.51,10.81,CVCC,CVCCV,1,5,H_2,5.273922209713315,2,195.18,H,la-R-m,5401-240/-400/
134456,titre,titR,NOM,41.35,32.4,71.22,53.04,CVCC,CVCCV,1,5,H_2,5.288317534469703,2,198.01,H,ti-t-R,4221-420/-240/
87736,mètre,mEtR,NOM,43.49,6.03,130.07,21.82,CVCC,CVCCV,1,5,H_2,5.30534263148479,2,201.41,H,mE-t-R,4031-420/-240/
81159,large,laRZ,ADJ,18.66,14.25,107.5,70.54,CVCC,CVCCV,1,5,H_2,5.351621138570348,2,210.95,H,la-R-Z,5401-240/-030/
68059,gorge,gORZ,NOM,30.87,29.57,86.82,82.64,CVCC,CVCCV,1,5,H_2,5.437644431769136,2,229.9,H,gO-R-Z,6430-240/-030/
122219,sable,sabl,NOM,25.23,23.14,96.55,87.91,CVCC,CVCCV,1,5,H_2,5.450308573534157,2,232.83,H,sa-b-l,2201-300/-540/
32746,course,kuRs,NOM,72.48,40.45,81.22,51.22,CVCC,CVVCCV,1,6,H_2,5.5027672754149926,2,245.37,H,ku-R-s,1430-240/-220/
102259,plage,plaZ,NOM,48.19,44.99,86.89,72.03,CCVC,CCVCV,1,5,H_2,5.529825834193874,2,252.1,H,p-la-Z,000/-5401-030/
20169,calme,kalm,ADJ,66.57,58.78,73.65,65.81,CVCC,CVCCV,1,5,H_2,5.579012587700251,2,264.81,H,ka-l-m,1401-540/-400/
91530,naître,nEtR,VER,116.11,12.74,119.32,19.86,CVCC,CVVCCV,1,6,H_2,5.591098914544516,2,268.03,H,nE-t-R,3231-420/-240/
126890,sombre,s§bR,ADJ,31.86,24.66,125.74,93.72,CVCC,CVCCCV,1,6,H_2,5.620328399323409,2,275.98,H,s§-b-R,2222-300/-240/
106532,prince,pR5s,NOM,98.9,44.83,101.22,65.61,CCVC,CCVCCV,1,6,H_2,5.7383771194207,2,310.56,H,p-R5-s,000/-2411-220/
20170,calme,kalm,NOM,105.2,105.08,53.24,52.03,CVCC,CVCCV,1,5,H_2,5.754317148030248,2,315.54999999999995,H,ka-l-m,1401-540/-400/
34288,cruche,kRyS,ADJ,0.32,0.28,0.0,0.0,CCVC,CCVCCV,1,6,L_2,-0.5108256237659905,2,0.6000000000000001,L,k-Ry-S,140/-2440-530/
141947,votre,vOtR,PRO:pos,0.32,0.32,0.0,0.0,CVCC,CVCCV,1,5,L_2,-0.4462871026284195,2,0.64,L,vO-t-R,1130-420/-240/
20964,câpre,kapR,NOM,0.31,0.11,0.47,0.0,CVCC,CVCCV,1,5,L_2,-0.1165338162559516,2,0.8899999999999999,L,ka-p-R,1401-000/-240/
131806,tacle,takl,NOM,0.38,0.38,0.07,0.07,CVCC,CVCCV,1,5,L_2,-0.1053605156578261,2,0.9000000000000001,L,ta-k-l,4201-140/-540/
128566,spore,spOR,NOM,0.91,0.01,0.14,0.0,CCVC,CCVCV,1,5,L_2,0.0582689081239758,2,1.06,L,s-pO-R,220/-0030-240/
69992,guilde,gild,NOM,0.57,0.56,0.0,0.0,CVCC,CVVCCV,1,6,L_2,0.1222176327242491,2,1.13,L,gi-l-d,6421-540/-020/
100466,peste,pEst,ONO,0.4,0.4,0.2,0.2,CVCC,CVCCV,1,5,L_2,0.1823215567939546,2,1.2,L,pE-s-t,0031-220/-420/
64934,fronce,fR§s,NOM,0.36,0.34,0.54,0.07,CCVC,CCVCCV,1,6,L_2,0.2700271372130602,2,1.31,L,f-R§-s,410/-2422-220/
41283,derme,dERm,NOM,0.52,0.52,0.41,0.41,CVCC,CVCCV,1,5,L_2,0.6205764877251098,2,1.86,L,dE-R-m,0231-240/-400/
133934,thermes,tERm,NOM,0.55,0.55,0.41,0.41,CVCC,CCVCCVC,1,7,L_2,0.6523251860396901,2,1.92,L,tE-R-m,4231-240/-400/
68373,grâce,gRas,ONO,0.7,0.7,0.27,0.27,CCVC,CCVCV,1,5,L_2,0.6626879730752367,2,1.94,L,g-Ra-s,640/-2401-220/
102673,plate,plat,NOM,0.54,0.52,0.54,0.41,CCVC,CCVCV,1,5,L_2,0.6981347220709845,2,2.01,L,p-la-t,000/-5401-420/
15815,blatte,blat,NOM,0.86,0.41,0.68,0.14,CCVC,CCVCCV,1,6,L_2,0.7371640659767198,2,2.0900000000000003,L,b-la-t,300/-5401-420/
18993,brut,bRyt,NOM,0.55,0.54,0.61,0.54,CCVC,CCVC,1,4,L_2,0.8064758658669485,2,2.24,L,b-Ry-t,300/-2440-420/
92424,neutre,n2tR,NOM,0.68,0.41,0.74,0.47,CVCC,CVVCCV,1,6,L_2,0.8329091229351039,2,2.3,L,n2-t-R,3210-420/-240/
64707,fripe,fRip,NOM,0.58,0.22,0.95,0.61,CCVC,CCVCV,1,5,L_2,0.8586616190375187,2,2.36,L,f-Ri-p,410/-2421-000/
108086,prude,pRyd,ADJ,0.52,0.5,0.81,0.61,CCVC,CCVCV,1,5,L_2,0.8919980393051105,2,2.44,L,p-Ry-d,000/-2440-020/
22431,celte,sElt,ADJ,0.44,0.32,1.22,0.68,CVCC,CVCCV,1,5,L_2,0.9783261227936078,2,2.66,L,sE-l-t,2231-540/-420/
46646,drone,dRon,NOM,1.79,0.88,0.0,0.0,CCVC,CCVCV,1,5,L_2,0.9820784724121582,2,2.67,L,d-Ro-n,020/-2400-320/
129181,strie,stRi,NOM,0.73,0.05,1.82,0.07,CCCV,CCCVV,1,5,L_2,0.9820784724121582,2,2.67,L,s-t-Ri,220/-420/-2421
136524,traque,tRak,NOM,0.73,0.73,0.68,0.61,CCVC,CCVCVV,1,6,L_2,1.01160091167848,2,2.75,L,t-Ra-k,420/-2401-140/
122390,sacre,sakR,NOM,0.75,0.73,0.74,0.61,CVCC,CVCCV,1,5,L_2,1.040276711655146,2,2.83,L,sa-k-R,2201-140/-240/
18640,bronze,bR§z,ADJ,0.54,0.54,0.88,0.88,CCVC,CCVCCV,1,6,L_2,1.043804052173115,2,2.84,L,b-R§-z,300/-2422-120/
142517,zeste,zEst,NOM,0.7,0.69,0.88,0.74,CVCC,CVCCV,1,5,L_2,1.1019400787607845,2,3.01,L,zE-s-t,1231-220/-420/
90459,moufle,mufl,NOM,0.73,0.28,1.76,0.34,CVCC,CVVCCV,1,6,L_2,1.1346227261911428,2,3.11,L,mu-f-l,4030-410/-540/
24598,chlore,klOR,NOM,0.79,0.79,0.81,0.81,CCVC,CCCVCV,1,6,L_2,1.1631508098056809,2,3.2,L,k-lO-R,140/-5430-240/
69313,grimpe,gR5p,NOM,1.65,1.65,0.0,0.0,CCVC,CCVCCV,1,6,L_2,1.1939224684724346,2,3.3,L,g-R5-p,640/-2411-000/
93196,nôtre,notR,ADJ:pos,0.78,0.78,0.88,0.88,CVCC,CVCCV,1,5,L_2,1.199964782928397,2,3.32,L,no-t-R,3200-420/-240/
135439,tourte,tuRt,NOM,1.15,1.03,0.74,0.54,CVCC,CVVCCV,1,6,L_2,1.2412685890696329,2,3.46,L,tu-R-t,4230-240/-420/
19109,bulbe,bylb,NOM,0.47,0.31,1.82,1.01,CVCC,CVCCV,1,5,L_2,1.2837077723447896,2,3.61,L,by-l-b,3040-540/-300/
68196,gourde,guRd,ADJ,0.79,0.78,1.22,0.88,CVCC,CVVCCV,1,6,L_2,1.3001916620664788,2,3.67,L,gu-R-d,6430-240/-020/
125851,sigle,sigl,NOM,0.7,0.56,1.62,1.01,CVCC,CVCCV,1,5,L_2,1.3584091576303547,2,3.89,L,si-g-l,2221-640/-540/
61070,ferme,fERm,ADV,1.98,1.98,0.0,0.0,CVCC,CVCCV,1,5,L_2,1.3762440252663892,2,3.96,L,fE-R-m,4131-240/-400/
62686,flore,flOR,NOM,0.72,0.7,1.55,1.35,CCVC,CCVCV,1,5,L_2,1.463255402256019,2,4.32,L,f-lO-R,410/-5430-240/
18421,brique,bRik,ADJ,0.37,0.37,1.96,1.96,CCVC,CCVCVV,1,6,L_2,1.5390154481375546,2,4.66,L,b-Ri-k,300/-2421-140/
137068,triche,tRiS,NOM,1.91,1.91,0.47,0.41,CCVC,CCVCCV,1,6,L_2,1.547562508716013,2,4.7,L,t-Ri-S,420/-2421-530/
63692,fourbe,fuRb,ADJ,1.7,1.32,1.08,0.68,CVCC,CVVCCV,1,6,L_2,1.5644405465033644,2,4.779999999999999,L,fu-R-b,4130-240/-300/
108600,purge,pyRZ,NOM,1.34,0.5,1.89,1.35,CVCC,CVCCV,1,5,L_2,1.6253112615903906,2,5.08,L,py-R-Z,0040-240/-030/
126483,snob,snOb,NOM,1.35,0.96,1.82,1.15,CCVC,CCVC,1,4,L_2,1.66392609771817,2,5.279999999999999,L,s-nO-b,220/-3230-300/
64950,fronde,fR§d,NOM,1.02,0.86,1.82,1.69,CCVC,CCVCCV,1,6,L_2,1.684545384920906,2,5.390000000000001,L,f-R§-d,410/-2422-020/
