Word,phon,lemme,cgram,freqlemfilms2,freqfilms2,freqlivres,nbhomoph,islem,nblettres,nbsyll,cv-cv,cgramortho,pld20,Mlex puPhon,Mlex pld20,Mlex fb,Mlex ff,freq_comb,freq_comb_2,Word.1,nbphons,Pulexique,PUmMlex,maxPU,finalPU,FREQ,MISMATCH
stop,stOp,stop,NOM,44.5,44.36,6.49,5,1,4,1,CCVC,NOM,1.65,3,1.7,6.49000004,44.36,1.706290958,4.61771979,stop,4,4,3,4,TRUE,h,2
nombre,n§bR,nombre,NOM,40.16,36.57,76.28,2,1,6,1,CVCC,NOM,1.85,4,2.7,76.27999939,36.57,2.052501561,6.265264219,nombre,4,4,4,4,TRUE,h,2
sueur,s89R,sueur,NOM,11.71,10.27,57.3,2,1,5,1,CYVC,NOM,1.75,3,1.75,57.29999936,10.27,1.829753915,5.177753304,sueur,4,3,3,3,FALSE,h,2
chèvre,SEvR,chèvre,NOM,14.08,8.26,10.14,2,1,6,1,CVCC,NOM,1.8,4,1.8,10.13999998,8.26,1.264817823,2.864581947,chèvre,4,4,4,4,TRUE,h,2
odyssée,odise,odyssée,NOM,0.24,0.23,0.95,2,1,7,3,V-CV-CV,NOM,1.9,5,1.95,0.94999999,0.23,0.071882004,0.077049026,odyssée,5,5,5,5,TRUE,l,0
latino,latino,latino,NOM,2.89,1.61,0,2,1,6,3,CV-CV-CV,NOM,1.85,6,1.95,0,1.61,0.206825876,0.249602819,latino,6,6,6,6,TRUE,l,0
calorie,kaloRi,calorie,NOM,1.43,0.15,0,2,1,7,3,CV-CV-CV,NOM,1.9,6,1.9,0,0.15,-0.823908741,-0.145083128,calorie,6,6,6,6,TRUE,l,0
leucémie,l2semi,leucémie,NOM,1.9,1.72,0.54,2,1,8,3,CV-CV-CV,NOM,2.85,6,2.85,0.54,1.72,0.354108439,0.479501226,leucémie,6,6,6,6,TRUE,l,0
cotillon,kotij§,cotillon,NOM,0.32,0.19,0.2,2,1,8,3,CV-CV-YV,NOM,1.95,5,2.85,0.20000001,0.19,-0.408935382,-0.241707235,cotillon,6,5,5,5,FALSE,l,0
vétéran,veteR@,vétéran,NOM,3.84,1.86,1.28,2,1,7,3,CV-CV-CV,NOM,1.95,6,2.45,1.28000002,1.86,0.496929651,0.743868729,vétéran,6,6,6,6,TRUE,l,0
marabout,maRabu,marabout,NOM,0.07,0.05,0.88,2,1,8,3,CV-CV-CV,NOM,2,5,2,0.88,0.05,-0.031517051,-0.030523727,marabout,6,5,5,5,FALSE,l,0
toboggan,tobog@,toboggan,NOM,0.86,0.59,1.22,2,1,8,3,CV-CV-CV,NOM,3,2,3,1.21999998,0.59,0.25767857,0.324076816,toboggan,6,4,2,4,FALSE,l,0
panama,panama,panama,NOM,0.15,0.15,1.22,2,1,6,3,CV-CV-CV,NOM,2,6,2.3,1.21999998,0.15,0.136720561,0.155413073,panama,6,6,6,6,TRUE,l,0
ramassis,Ramasi,ramassis,NOM,1.5,1.5,1.62,1,1,8,3,CV-CV-CV,NOM,1.7,6,1.95,1.61999999,1.5,0.494154593,0.738343354,ramassis,6,6,6,6,TRUE,l,0
apogée,apoZe,apogée,NOM,1.4,1.4,1.76,1,1,6,3,V-CV-CV,NOM,1.85,4,1.85,1.75999999,1.4,0.499687081,0.74937426,apogée,5,4,4,4,FALSE,l,0
séquoia,sekoja,séquoia,NOM,0.41,0.3,1.22,2,1,7,3,CV-CV-YV,NOM,2.6,5,2.85,1.21999998,0.3,0.181843582,0.214910671,séquoia,6,5,5,5,FALSE,l,0
bâtonnet,batonE,bâtonnet,NOM,0.83,0.38,1.28,2,1,8,3,CV-CV-CV,NOM,1.6,6,1.95,1.28000002,0.38,0.220108093,0.268555666,bâtonnet,6,6,6,6,TRUE,l,0
moulinet,mulinE,moulinet,NOM,0.5,0.44,1.82,3,1,8,3,CV-CV-CV,NOM,1.85,6,2.4,1.82000001,0.44,0.354108441,0.479501229,moulinet,6,6,6,6,TRUE,l,0
abatis,abati,abatis,NOM,0,0,0.88,4,1,6,3,V-CV-CV,NOM,1.25,5,1.65,0.88,0,-0.055517328,-0.052435154,abatis,5,5,5,5,TRUE,l,0
ciboulot,sibulo,ciboulot,NOM,0.25,0.25,1.49,2,1,8,3,CV-CV-CV,NOM,1.95,6,2.15,1.49000002,0.25,0.240549253,0.298413197,ciboulot,6,6,6,6,TRUE,l,0
embolie,@boli,embolie,NOM,1.05,1.03,0.61,2,1,7,3,V-CV-CV,NOM,1.85,3,1.85,0.61000001,1.03,0.214843851,0.261001731,embolie,5,4,3,4,FALSE,l,0
décennie,deseni,décennie,NOM,2.67,1.27,0.95,2,1,8,3,CV-CV-CV,NOM,2,4,2.2,0.94999999,1.27,0.346352972,0.466313354,décennie,6,6,4,6,TRUE,l,0
galopin,galop5,galopin,NOM,0.88,0.32,1.69,2,1,7,3,CV-CV-CV,NOM,1.75,6,2.25,1.69,0.32,0.303196057,0.395123907,galopin,6,6,6,6,TRUE,l,0
écusson,ekys§,écusson,NOM,0.37,0.32,2.23,2,1,7,3,V-CV-CV,NOM,2,5,2.9,2.22999998,0.32,0.406540177,0.571815093,écusson,5,4,5,5,TRUE,l,0
confetti,k§feti,confetti,NOM,1.08,0.04,1.49,2,1,8,3,CV-CV-CV,NOM,2.25,4,3.5,1.49000002,0.04,0.184691436,0.218802363,confetti,6,5,4,5,FALSE,l,0
rodéo,Rodeo,rodéo,NOM,2.01,1.92,0.74,3,1,5,3,CV-CV-V,NOM,1.85,2,1.85,0.74000001,1.92,0.424881638,0.605406045,rodéo,5,5,2,5,TRUE,l,0
cassoulet,kasulE,cassoulet,NOM,0.52,0.52,1.62,1,1,9,3,CV-CV-CV,NOM,2,4,2.6,1.61999999,0.52,0.330413771,0.439587032,cassoulet,6,4,4,4,FALSE,l,0
lycéen,lise5,lycéen,NOM,3.55,0.64,1.42,2,1,6,3,CV-CV-V,NOM,1.9,5,1.9,1.42000002,0.64,0.313867225,0.412379859,lycéen,5,5,5,5,TRUE,l,0
chicorée,SikoRe,chicorée,NOM,0.59,0.59,1.42,4,1,8,3,CV-CV-CV,NOM,1.85,6,1.95,1.42000002,0.59,0.303196062,0.395123914,chicorée,6,5,6,6,TRUE,l,0
nullité,nylite,nullité,NOM,1.2,0.96,2.16,2,1,7,3,CV-CV-CV,NOM,2.2,5,2.25,2.15999998,0.96,0.494154591,0.738343351,nullité,6,5,5,5,FALSE,l,0
cavité,kavite,cavité,NOM,1.89,1.26,1.49,2,1,6,3,CV-CV-CV,NOM,1.9,6,1.9,1.49000002,1.26,0.439332697,0.632345916,cavité,6,6,6,6,TRUE,l,0
safari,safaRi,safari,NOM,1.77,1.58,0.88,2,1,6,3,CV-CV-CV,NOM,2,6,2.15,0.88,1.58,0.390935107,0.543765365,safari,6,6,6,6,TRUE,l,0
kangourou,k@guRu,kangourou,NOM,1.85,1.42,1.15,2,1,9,3,CV-CV-CV,NOM,2.85,4,2.85,1.15,1.42,0.409933123,0.577978289,kangourou,6,4,4,4,FALSE,l,0
salami,salami,salami,NOM,2.06,2.04,0.34,2,1,6,3,CV-CV-CV,NOM,1.9,6,1.9,0.34000001,2.04,0.376576959,0.518387165,salami,6,6,6,6,TRUE,l,0
vahiné,vaine,vahiné,NOM,0.13,0.09,0.27,2,1,6,3,CV-V-CV,NOM,1.9,3,1.9,0.27,0.09,-0.443697499,-0.246830028,vahiné,5,3,3,3,FALSE,l,0
chimpanzé,S5p@ze,chimpanzé,NOM,2.35,1.96,1.15,2,1,9,3,CV-CV-CV,NOM,2.9,1,2.9,1.15,1.96,0.492760389,0.73557319,chimpanzé,6,3,1,3,FALSE,l,0
apathie,apati,apathie,NOM,0.91,0.91,1.49,1,1,7,3,V-CV-CV,NOM,1.25,5,1.6,1.49000002,0.91,0.380211245,0.524771836,apathie,5,5,5,5,TRUE,l,0
résidu,Rezidy,résidu,NOM,2.72,0.89,1.76,2,1,6,3,CV-CV-CV,NOM,1.75,6,2.15,1.75999999,0.89,0.423245872,0.602382941,résidu,6,6,6,6,TRUE,l,0
aliment,alim@,aliment,NOM,4.67,1.11,1.76,2,1,7,3,V-CV-CV,NOM,1.4,5,1.8,1.75999999,1.11,0.457881895,0.667537725,aliment,5,5,5,5,TRUE,l,0
mikado,mikado,mikado,NOM,0.28,0.28,0.88,1,1,6,3,CV-CV-CV,NOM,2.35,5,2.45,0.88,0.28,0.064457989,0.068612822,mikado,6,5,5,5,FALSE,l,0
haricot,aRiko,haricot,NOM,8.85,1.4,1.22,2,1,7,3,V-CV-CV,NOM,1.8,4,1.85,1.21999998,1.4,0.418301288,0.593277256,haricot,5,4,4,4,FALSE,l,0
pissenlit,pis@li,pissenlit,NOM,1.32,0.68,1.28,2,1,9,3,CV-CV-CV,NOM,2.9,5,3,1.28000002,0.68,0.292256076,0.37766969,pissenlit,6,4,5,5,FALSE,l,0
pilotis,piloti,pilotis,NOM,0.33,0.33,2.3,1,1,7,3,CV-CV-CV,NOM,1.75,6,1.9,2.3,0.33,0.419955748,0.596318579,pilotis,6,6,6,6,TRUE,l,0
coloris,koloRi,coloris,NOM,0.39,0.39,1.62,3,1,7,3,CV-CV-CV,NOM,1.7,6,1.8,1.61999999,0.39,0.303196055,0.395123903,coloris,6,6,6,6,TRUE,l,0
échoppe,eSOp,échoppe,NOM,0.2,0.19,2.03,2,1,7,2,V-CVC,NOM,1.8,3,1.9,2.03000001,0.19,0.346352976,0.466313361,échoppe,4,3,3,3,FALSE,l,1
kayak,kajak,kayak,NOM,0.34,0.34,0.14,2,1,5,2,CV-YVC,NOM,1.7,5,1.75,0.14,0.34,-0.318758763,-0.217151614,kayak,5,5,5,5,TRUE,l,1
import,5pOR,import,NOM,0.43,0.32,0.14,2,1,6,2,V-CVC,NOM,1.6,4,1.7,0.14,0.32,-0.337242168,-0.223509888,import,4,4,4,4,TRUE,l,1
tandem,t@dEm,tandem,NOM,0.6,0.6,1.82,2,1,6,2,CV-CVC,NOM,1.9,5,2.15,1.82000001,0.6,0.383815368,0.531129604,tandem,5,4,5,5,TRUE,l,1
coyote,kojOt,coyote,NOM,4.01,2.5,0.34,2,1,6,2,CV-YVC,NOM,1.95,2,1.95,0.34000001,2.5,0.453318342,0.65881586,coyote,5,3,2,3,FALSE,l,1
ovaire,ovER,ovaire,NOM,1.2,0.49,0.14,2,1,6,2,V-CVC,NOM,1.2,4,1.55,0.14,0.49,-0.200659451,-0.160395235,ovaire,4,4,4,4,TRUE,l,1
baignade,bENad,baignade,NOM,1.1,1,1.89,2,1,8,2,CV-CVC,NOM,1.95,5,2.3,1.88999998,1,0.46089784,0.673324658,baignade,5,4,5,5,TRUE,l,1
cassure,kasyR,cassure,NOM,0.51,0.44,2.5,2,1,7,2,CV-CVC,NOM,1.65,4,1.85,2.49999996,0.44,0.468347325,0.687696541,cassure,5,4,4,4,FALSE,l,1
rôdeur,Rod9R,rôdeur,NOM,1.37,0.94,1.28,2,1,6,2,CV-CVC,NOM,1.5,2,1.55,1.28000002,0.94,0.346352978,0.466313364,rôdeur,5,4,2,4,FALSE,l,1
verso,vERso,verso,NOM,0.62,0.61,1.82,3,1,5,2,CVC-CV,NOM,1.4,5,1.6,1.82000001,0.61,0.385606275,0.534298475,verso,5,5,5,5,TRUE,l,1
crachin,kRaS5,crachin,NOM,0.03,0.03,1.89,2,1,7,2,CCV-CV,NOM,1.7,5,1.85,1.88999998,0.03,0.283301224,0.363560808,crachin,5,5,5,5,TRUE,l,1
vignette,viNEt,vignette,NOM,0.26,0.19,0.41,2,1,8,2,CV-CVC,NOM,1.95,3,1.95,0.40999999,0.19,-0.221848757,-0.172631886,vignette,5,4,3,4,FALSE,l,1
tronçon,tR§s§,tronçon,NOM,0.31,0.17,2.03,2,1,7,2,CCV-CV,NOM,1.85,5,3.8,2.03000001,0.17,0.342422683,0.459675976,tronçon,5,5,5,5,TRUE,l,1
trognon,tRoN§,trognon,NOM,0.84,0.75,2.3,2,1,7,2,CCV-CV,NOM,1.85,4,2.8,2.3,0.75,0.484299839,0.718846174,trognon,5,4,4,4,FALSE,l,1
rosette,RozEt,rosette,NOM,0.1,0.07,1.76,2,1,7,2,CV-CVC,NOM,1.8,4,1.75,1.75999999,0.07,0.262451087,0.331331661,rosette,5,5,4,5,TRUE,l,1
boutade,butad,boutade,NOM,0.25,0.19,1.35,2,1,7,2,CV-CVC,NOM,1.85,5,1.95,1.34999999,0.19,0.187520718,0.222684738,boutade,5,5,5,5,TRUE,l,1
forum,foROm,forum,NOM,1.4,1.14,0.95,2,1,5,2,CV-CVC,NOM,1.95,2,1.95,0.94999999,1.14,0.320146284,0.422639927,forum,5,4,2,4,FALSE,l,1
pitance,pit@s,pitance,NOM,0.35,0.35,2.57,2,1,7,2,CV-CVC,NOM,1.9,5,1.9,2.57000003,0.35,0.465382856,0.681964058,pitance,5,5,5,5,TRUE,l,1
turbo,tyRbo,turbo,NOM,1.19,1.03,0.54,3,1,5,2,CVC-CV,NOM,1.8,5,1.8,0.54,1.03,0.195899652,0.234276326,turbo,5,5,5,5,TRUE,l,1
cigale,sigal,cigale,NOM,3,1.43,1.15,2,1,6,2,CV-CVC,NOM,1.6,5,1.6,1.15,1.43,0.411619706,0.581050488,cigale,5,5,5,5,TRUE,l,1
condor,k§dOR,condor,NOM,1.33,1.3,0.47,2,1,6,2,CV-CVC,NOM,1.8,4,2.7,0.46999998,1.3,0.247973261,0.309464,condor,5,5,4,5,TRUE,l,1
saumure,somyR,saumure,NOM,0.42,0.42,1.76,1,1,7,2,CV-CVC,NOM,1.9,5,1.9,1.75999999,0.42,0.338456492,0.453009288,saumure,5,5,5,5,TRUE,l,1
titane,titan,titane,NOM,1.69,1.69,0.2,1,1,6,2,CV-CVC,NOM,1.85,5,1.9,0.20000001,1.69,0.276461806,0.352892937,titane,5,5,5,5,TRUE,l,1
lentille,l@tij,lentille,NOM,4.66,1.22,0.74,2,1,8,2,CV-CVY,NOM,1.9,5,1.95,0.74000001,1.22,0.292256074,0.377669686,lentille,5,5,5,5,TRUE,l,1
savane,savan,savane,NOM,0.34,0.34,1.76,2,1,6,2,CV-CVC,NOM,1.8,5,1.85,1.75999999,0.34,0.322219293,0.426044565,savane,5,5,5,5,TRUE,l,1
péage,peaZ,péage,NOM,1.08,0.9,0.88,2,1,5,2,CV-VC,NOM,1.85,4,1.85,0.88,0.9,0.250420002,0.31313018,péage,4,4,4,4,TRUE,l,1
salsa,salsa,salsa,NOM,1.43,1.43,0.14,1,1,5,2,CVC-CV,NOM,1.8,5,1.95,0.14,1.43,0.195899652,0.234276326,salsa,5,5,5,5,TRUE,l,1
hebdo,Ebdo,hebdo,NOM,0.2,0.18,1.08,2,1,5,2,VC-CV,NOM,1.95,4,1.95,1.07999998,0.18,0.100370538,0.110444783,hebdo,4,4,4,4,TRUE,l,1
ténor,tenOR,ténor,NOM,1.38,1.01,2.03,2,1,5,2,CV-CVC,NOM,2,4,2,2.03000001,1.01,0.482873585,0.716040484,ténor,5,4,4,4,FALSE,l,1
lynchage,l5SaZ,lynchage,NOM,0.99,0.81,0.68,2,1,8,2,CV-CVC,NOM,1.9,4,1.9,0.67999999,0.81,0.173186265,0.203179748,lynchage,5,4,4,4,FALSE,l,1
notice,notis,notice,NOM,1.23,0.92,1.96,2,1,6,2,CV-CVC,NOM,1.8,5,1.85,1.95999999,0.92,0.459392486,0.670433943,notice,5,5,5,5,TRUE,l,1
gérance,ZeR@s,gérance,NOM,0.29,0.29,1.15,1,1,7,2,CV-CVC,NOM,1.85,5,1.9,1.15,0.29,0.158362492,0.183441171,gérance,5,5,5,5,TRUE,l,1
tonus,tonys,tonus,NOM,0.34,0.34,0.61,1,1,5,2,CV-CVC,NOM,1.85,4,1.9,0.61000001,0.34,-0.02227639,-0.021780153,tonus,5,4,4,4,FALSE,l,1
viseur,viz9R,viseur,NOM,1.93,1.48,1.08,2,1,6,2,CV-CVC,NOM,1.65,4,1.65,1.07999998,1.48,0.408239962,0.574899828,viseur,5,4,4,4,FALSE,l,1
apport,apOR,apport,NOM,1.8,1.63,1.35,2,1,6,2,V-CVC,NOM,1.3,4,1.5,1.34999999,1.63,0.474216263,0.699097326,apport,4,4,4,4,TRUE,l,1
lambris,l@bRi,lambris,NOM,0.04,0.04,1.55,1,1,7,2,CV-CCV,NOM,1.9,5,1.9,1.55,0.04,0.201397124,0.241957926,lambris,5,5,5,5,TRUE,l,1
perruche,pERyS,perruche,NOM,0.78,0.47,0.81,2,1,8,2,CV-CVC,NOM,1.9,5,1.9,0.80999998,0.47,0.107209963,0.118703939,perruche,5,5,5,5,TRUE,l,1
récif,Resif,récif,NOM,1.44,0.75,0.54,2,1,5,2,CV-CVC,NOM,1.85,5,1.9,0.54,0.75,0.11058971,0.122819794,récif,5,5,5,5,TRUE,l,1
gradin,gRad5,gradin,NOM,1.06,0.01,0.41,2,1,6,2,CCV-CV,NOM,1.6,5,1.6,0.40999999,0.01,-0.37675072,-0.234809615,gradin,5,5,5,5,TRUE,l,1
sésame,sezam,sésame,NOM,1.26,1.26,1.35,1,1,6,2,CV-CVC,NOM,1.95,5,1.95,1.34999999,1.26,0.416640506,0.590229817,sésame,5,5,5,5,TRUE,l,1
câpre,kapR,câpre,NOM,0.31,0.11,0,2,1,5,1,CVCC,NOM,1.35,4,1.45,0,0.11,-0.958607315,-0.039679331,câpre,4,4,4,4,TRUE,l,2
graal,gRal,graal,NOM,0.04,0.04,0.34,1,1,5,1,CCVC,NOM,1.2,4,1.25,0.34000001,0.04,-0.420216392,-0.243634576,graal,4,4,4,4,TRUE,l,2
volt,vOlt,volt,NOM,2,0.4,0,4,1,4,1,CVCC,NOM,1.55,4,1.7,0,0.4,-0.397940009,-0.239583758,volt,4,4,4,4,TRUE,l,2
kyste,kist,kyste,NOM,0.57,0.51,0.07,2,1,5,1,CVCC,NOM,1.5,4,1.5,0.07000001,0.51,-0.236571999,-0.180605688,kyste,4,4,4,4,TRUE,l,2
moufle,mufl,moufle,NOM,0.73,0.28,0.34,2,1,6,1,CVCC,NOM,1.7,4,1.75,0.34000001,0.28,-0.207608303,-0.164507096,moufle,4,4,4,4,TRUE,l,2
malt,malt,malt,NOM,0.68,0.68,0.14,1,1,4,1,CVCC,NOM,1.3,4,1.45,0.14,0.68,-0.086186148,-0.078758096,malt,4,4,4,4,TRUE,l,2
gouache,gwaS,gouache,NOM,0.04,0.04,1.22,2,1,7,1,CYVC,NOM,1.8,4,1.85,1.21999998,0.04,0.100370538,0.110444783,gouache,4,4,4,4,TRUE,l,2
fuel,fjul,fuel,NOM,1.03,1.03,0.27,2,1,4,1,CYVC,NOM,1.85,4,1.85,0.27,1.03,0.113943352,0.12692644,fuel,4,4,4,4,TRUE,l,2
bulbe,bylb,bulbe,NOM,0.47,0.31,1.01,2,1,5,1,CVCC,NOM,1.7,4,1.8,1.01000001,0.31,0.120573934,0.135112008,bulbe,4,4,4,4,TRUE,l,2
liane,ljan,liane,NOM,0.77,0.34,1.08,2,1,5,1,CYVC,NOM,1.65,4,1.8,1.07999998,0.34,0.152288338,0.175480076,liane,4,4,4,4,TRUE,l,2
zeste,zEst,zeste,NOM,0.7,0.69,0.74,3,1,5,1,CVCC,NOM,1.45,1,1.45,0.74000001,0.69,0.155336041,0.179465326,zeste,4,4,1,4,TRUE,l,2
tourte,tuRt,tourte,NOM,1.15,1.03,0.54,2,1,6,1,CVCC,NOM,1.5,4,1.6,0.54,1.03,0.195899652,0.234276326,tourte,4,4,4,4,TRUE,l,2
sigle,sigl,sigle,NOM,0.7,0.56,1.01,4,1,5,1,CVCC,NOM,1.45,4,1.55,1.01000001,0.56,0.195899655,0.23427633,sigle,4,4,4,4,TRUE,l,2
chlore,klOR,chlore,NOM,0.79,0.79,0.81,2,1,6,1,CCVC,NOM,1.3,4,1.35,0.80999998,0.79,0.204119977,0.245784942,chlore,4,4,4,4,TRUE,l,2
bourde,buRd,bourde,NOM,1.54,1.1,0.54,2,1,6,1,CVCC,NOM,1,4,1.4,0.54,1.1,0.214843848,0.261001727,bourde,4,4,4,4,TRUE,l,2
lest,lEst,lest,NOM,0.97,0.97,0.68,5,1,4,1,CVCC,NOM,1.05,4,1.3,0.67999999,0.97,0.217483942,0.264783206,lest,4,4,4,4,TRUE,l,2
snack,snak,snack,NOM,1.21,1.06,0.74,2,1,5,1,CCVC,NOM,1.9,4,1.9,0.74000001,1.06,0.255272508,0.320436561,snack,4,4,4,4,TRUE,l,2
stèle,stEl,stèle,NOM,0.35,0.31,1.49,2,1,5,1,CCVC,NOM,1.3,4,1.3,1.49000002,0.31,0.25527251,0.320436564,stèle,4,4,4,4,TRUE,l,2
loueur,lw9R,loueur,NOM,0.65,0.41,1.49,2,1,6,1,CYVC,NOM,1.65,3,1.7,1.49000002,0.41,0.278753606,0.356457178,loueur,4,3,3,3,FALSE,l,2
flore,flOR,flore,NOM,0.72,0.7,1.35,2,1,5,1,CCVC,NOM,1.45,3,1.45,1.34999999,0.7,0.311753859,0.408944327,flore,4,4,3,4,TRUE,l,2
valve,valv,valve,NOM,2.63,1.6,0.47,2,1,5,1,CVCC,NOM,1.5,4,1.6,0.46999998,1.6,0.315970341,0.415807598,valve,4,4,4,4,TRUE,l,2
flemme,flEm,flemme,NOM,0.49,0.49,1.62,1,1,6,1,CCVC,NOM,1.6,4,1.6,1.61999999,0.49,0.324282453,0.429441563,flemme,4,4,4,4,TRUE,l,2
gril,gRil,gril,NOM,0.68,0.64,1.49,3,1,4,1,CCVC,NOM,1.3,4,1.4,1.49000002,0.64,0.328379608,0.436212774,gril,4,4,4,4,TRUE,l,2
glotte,glOt,glotte,NOM,0.12,0.12,2.03,1,1,6,1,CCVC,NOM,1.6,3,1.6,2.03000001,0.12,0.332438462,0.442953793,glotte,4,4,3,4,TRUE,l,2
zouave,zwav,zouave,NOM,0.46,0.46,1.76,2,1,6,1,CYVC,NOM,1.9,1,2,1.75999999,0.46,0.346352972,0.466313354,zouave,4,2,1,2,FALSE,l,2
cèdre,sEdR,cèdre,NOM,0.7,0.47,2.16,2,1,5,1,CVCC,NOM,1.7,2,1.75,2.15999998,0.47,0.419955745,0.596318573,cèdre,4,3,2,3,FALSE,l,2
loutre,lutR,loutre,NOM,2.52,1.3,1.35,2,1,6,1,CVCC,NOM,1.55,4,1.55,1.34999999,1.3,0.423245872,0.602382941,loutre,4,4,4,4,TRUE,l,2
poulpe,pulp,poulpe,NOM,1.77,1.48,1.22,2,1,6,1,CVCC,NOM,1.55,4,1.55,1.21999998,1.48,0.431363761,0.617438455,poulpe,4,4,4,4,TRUE,l,2
norme,nORm,norme,NOM,5,1.58,1.15,2,1,5,1,CVCC,NOM,1.6,4,1.7,1.15,1.58,0.436162647,0.626400502,norme,4,4,4,4,TRUE,l,2
clip,klip,clip,NOM,2.98,2.12,0.61,2,1,4,1,CCVC,NOM,1.45,4,1.55,0.61000001,2.12,0.436162649,0.626400505,clip,4,4,4,4,TRUE,l,2
psaume,psom,psaume,NOM,1.73,0.83,1.96,2,1,6,1,CCVC,NOM,1.95,4,1.95,1.95999999,0.83,0.445604202,0.644167306,psaume,4,4,4,4,TRUE,l,2
laps,laps,laps,NOM,0.57,0.57,2.23,1,1,4,1,CVCC,NOM,1.5,4,1.7,2.22999998,0.57,0.447158028,0.64710833,laps,4,4,4,4,TRUE,l,2
troc,tROk,troc,NOM,1.08,1.08,1.76,3,1,4,1,CCVC,NOM,1.15,3,1.25,1.75999999,1.08,0.453318339,0.658815855,troc,4,4,3,4,TRUE,l,2
charte,SaRt,charte,NOM,1.07,1.04,1.82,2,1,6,1,CVCC,NOM,1.15,4,1.4,1.82000001,1.04,0.456366035,0.664635992,charte,4,4,4,4,TRUE,l,2
talc,talk,talc,NOM,1.4,1.4,1.49,1,1,4,1,CVCC,NOM,1.45,4,1.55,1.49000002,1.4,0.460897846,0.67332467,talc,4,4,4,4,TRUE,l,2
lynx,l5ks,lynx,NOM,1.73,1.73,1.22,1,1,4,1,CVCC,NOM,1.9,3,1.95,1.21999998,1.73,0.469822013,0.690554737,lynx,4,3,3,3,FALSE,l,2
spot,spOt,spot,NOM,3.5,2.5,0.47,2,1,4,1,CCVC,NOM,1.8,3,1.85,0.46999998,2.5,0.472756446,0.696255104,spot,4,4,3,4,TRUE,l,2
gramme,gRam,gramme,NOM,5.81,1.76,1.22,3,1,6,1,CCVC,NOM,1,4,1.2,1.21999998,1.76,0.474216261,0.699097324,gramme,4,4,4,4,TRUE,l,2
treuil,tR9j,treuil,NOM,1.48,1.34,1.69,2,1,6,1,CCVY,NOM,1.75,4,1.75,1.69,1.34,0.481442629,0.713229633,treuil,4,4,4,4,TRUE,l,2
buffle,byfl,buffle,NOM,1.79,1.16,1.96,2,1,6,1,CVCC,NOM,1.75,4,1.75,1.95999999,1.16,0.494154593,0.738343354,buffle,4,4,4,4,TRUE,l,2
